N_unmapped	1184355	1184355	1184355
N_multimapping	820680	820680	820680
N_noFeature	18365602	19555099	19561997
N_ambiguous	11156	2647	2665
CYB5A	428	236	192
BCL2	130	69	61
PPIAP1	9	5	4
CDH20	0	0	0
MC4R	0	0	0
PMAIP1	99	49	50
SEC11C	422	3004	3233
MIR122	0	0	0
TCF4	915	406	509
VNN1	5	1	4
TBPL1	77	39	38
UTRN	16335	8224	8111
PPIL4	585	283	302
LATS1	608	292	316
ESR1	0	0	0
MIR8873B	0	0	0
NOX3	0	0	0
EZR	5485	2782	2703
MIR1836	7	4	3
MAS1	0	0	0
IGF2R	9480	4641	4839
SLC22A2	0	0	0
PLG	0	0	0
QKI	1570	813	757
T	0	0	0
SMOC2	67	24	43
THBS2	342	182	160
PLN	6	1	5
GJA1	2225	1118	1107
TRDN	0	0	0
ARHGAP18	542	255	287
MIR24-1	5	2	3
MIR27B	1	0	1
MIR23B	3	3	0
DAPK1	430	223	207
HNRNPK	11269	5607	5662
MIR7-1	4	1	3
GNAQ	674	380	294
ANXA1	13743	6812	6931
ALDH1A1	0	0	0
MIR204	0	0	0
TJP2	3490	1762	1728
FXN	81	39	42
VLDLR	2112	1068	1044
SLC1A1	91	48	43
MIR101-2	0	0	0
RLN1	1	0	1
CD274	49	25	24
MIRLET7D	3	1	2
MIRLET7F	0	0	0
MIR8893	0	0	0
UBE2S	704	372	332
TNNI3	25	13	12
NCR1	0	0	0
PRPF31	774	393	381
MIR371	0	0	0
ZNF331	337	167	170
VN1R4	0	0	0
MIR8891	2	0	2
MIR125A	0	0	0
MIRLET7E	0	0	0
MIR99B	0	0	0
KLK14	3	2	1
KLK10	0	0	0
KLK9	0	0	0
KLK8	0	0	0
KLK7	0	0	0
KLK6	0	0	0
KLK5	0	0	0
KLK4	0	0	0
KLK2	0	0	0
KLK1	0	0	0
MIR150	0	0	0
FLT3LG	81	43	38
MIR8890	5	3	2
NTF4	25	13	12
LHB	2	1	1
FTL	5855	3252	2603
BAX	151	83	68
DHDH	45	29	16
HSD17B14	180	85	95
RPL18	4471	2198	2273
ELSPBP1	0	0	0
CRX	0	0	0
SEPW1	1720	877	843
C5AR1	0	0	0
ARHGAP35	2799	1392	1407
SLC1A5	2794	1428	1366
MIR769	4	3	1
SNRPD2	1144	589	555
MIR330	0	0	0
VASP	1653	860	793
FOSB	156	77	79
APOC2	0	0	0
APOC1	2	0	2
CEACAM16	0	0	0
LOC476445	52	24	28
XRCC1	1144	619	525
CEACAM23	2	1	1
CEACAM24	0	0	0
CAECAM1	9	4	5
CEACAM28	34	11	23
CEACAM30	0	0	0
CEACAM1	42	21	21
GRIK5	2	1	1
RABAC1	2469	1259	1210
TGFB1	565	306	259
CYP2B6	0	0	0
CYP2A7	0	0	0
CYP2A13	0	0	0
RAB4B	287	146	141
MIR8892	10	3	7
AKT2	743	376	367
LGALS4	5	0	5
SPINT2	871	419	452
TYROBP	1	0	1
PSENEN	539	252	287
ATP4A	0	0	0
KRTDAP	0	0	0
HAMP	0	0	0
FXYD1	612	308	304
SCN1B	31	14	17
RHPN2	148	69	79
SLC7A9	0	0	0
MIR578	0	0	0
PMEL	61	32	29
MIP	0	0	0
NACA	3030	1545	1485
TAC3	0	0	0
MIR26A-2	1	1	0
AVPR1A	0	0	0
IFNG	0	0	0
MDM2	1540	742	798
LYZ	0	0	0
TPH2	0	0	0
ARSA	2045	1021	1024
SELO	488	257	231
PPARA	42	23	19
MIRLET7B	0	0	0
MIRLET7A-1	3	1	2
MIR1249	36	17	19
ARHGAP8	0	0	0
PRR5	6	5	1
CYB5R3	1805	890	915
MIR8829	5	3	2
CYP2D15	0	0	0
MIR33A	2	2	0
ST13	1878	909	969
MCHR1	0	0	0
RPL3	8469	4162	4307
PDGFB	32	17	15
EIF3L	509	284	225
LGALS1	7419	3606	3813
LGALS2	101	51	50
MIR8828	0	0	0
MIR1835	0	0	0
SSTR3	0	0	0
IL2RB	0	0	0
MIR8827	0	0	0
MYH9	31111	15503	15608
HMOX1	266	137	129
TIMP3	1237	666	571
TXNRD1	3883	1900	1983
MIR8799C	0	0	0
MIR8826	0	0	0
RFX8	6	2	4
